Vd, I
0.0,1.68e-07
0.00500500500501,-1.53e-08
0.01001001001,-1.466e-07
0.015015015015,-2.71e-07
0.02002002002,-3.67e-07
0.025025025025,-4.5e-07
0.03003003003,-5.22e-07
0.035035035035,-5.84e-07
0.04004004004,-6.37e-07
0.045045045045,-6.83e-07
0.0500500500501,-7.22e-07
0.0550550550551,-7.55e-07
0.0600600600601,-7.84e-07
0.0650650650651,-8.09e-07
0.0700700700701,-8.3e-07
0.0750750750751,-8.47e-07
0.0800800800801,-8.62e-07
0.0850850850851,-8.75e-07
0.0900900900901,-8.86e-07
0.0950950950951,-8.95e-07
0.1001001001,-9.02e-07
0.105105105105,-9.09e-07
0.11011011011,-9.14e-07
0.115115115115,-9.19e-07
0.12012012012,-9.23e-07
0.125125125125,-9.28e-07
0.13013013013,-9.3e-07
0.135135135135,-9.33e-07
0.14014014014,-9.35e-07
0.145145145145,-9.37e-07
0.15015015015,-9.39e-07
0.155155155155,-9.4e-07
0.16016016016,-9.42e-07
0.165165165165,-9.43e-07
0.17017017017,-9.44e-07
0.175175175175,-9.45e-07
0.18018018018,-9.46e-07
0.185185185185,-9.47e-07
0.19019019019,-9.47e-07
0.195195195195,-9.48e-07
0.2002002002,-9.49e-07
0.205205205205,-9.5e-07
0.21021021021,-9.5e-07
0.215215215215,-9.51e-07
0.22022022022,-9.52e-07
0.225225225225,-9.53e-07
0.23023023023,-9.53e-07
0.235235235235,-9.53e-07
0.24024024024,-9.53e-07
0.245245245245,-9.53e-07
0.25025025025,-9.55e-07
0.255255255255,-9.55e-07
0.26026026026,-9.55e-07
0.265265265265,-9.56e-07
0.27027027027,-9.55e-07
0.275275275275,-9.56e-07
0.28028028028,-9.56e-07
0.285285285285,-9.57e-07
0.29029029029,-9.57e-07
0.295295295295,-9.57e-07
0.3003003003,-9.57e-07
0.305305305305,-9.58e-07
0.31031031031,-9.57e-07
0.315315315315,-9.59e-07
0.32032032032,-9.59e-07
0.325325325325,-9.59e-07
0.33033033033,-9.6e-07
0.335335335335,-9.62e-07
0.34034034034,-9.61e-07
0.345345345345,-9.61e-07
0.35035035035,-9.61e-07
0.355355355355,-9.62e-07
0.36036036036,-9.62e-07
0.365365365365,-9.62e-07
0.37037037037,-9.62e-07
0.375375375375,-9.62e-07
0.38038038038,-9.63e-07
0.385385385385,-9.63e-07
0.39039039039,-9.63e-07
0.395395395395,-9.63e-07
0.4004004004,-9.65e-07
0.405405405405,-9.64e-07
0.41041041041,-9.64e-07
0.415415415415,-9.65e-07
0.42042042042,-9.66e-07
0.425425425425,-9.66e-07
0.43043043043,-9.66e-07
0.435435435435,-9.66e-07
