Vd, I
5.0,-9.32e-08
4.99499499499,-2.78e-07
4.98998998999,-3.17e-07
4.98498498498,-3.82e-07
4.97997997998,-4.2e-07
4.97497497497,-4.58e-07
4.96996996997,-4.81e-07
4.96496496496,-5.24e-07
4.95995995996,-5.51e-07
4.95495495495,-5.69e-07
4.94994994995,-5.9e-07
4.94494494494,-6.03e-07
4.93993993994,-6.2e-07
4.93493493493,-6.27e-07
4.92992992993,-6.4e-07
4.92492492492,-6.55e-07
4.91991991992,-6.63e-07
4.91491491491,-6.7e-07
4.90990990991,-6.9e-07
4.9049049049,-6.87e-07
4.8998998999,-6.91e-07
4.89489489489,-6.96e-07
4.88988988989,-6.92e-07
4.88488488488,-7.05e-07
4.87987987988,-7e-07
4.87487487487,-7.1e-07
4.86986986987,-7.1e-07
4.86486486486,-7.14e-07
4.85985985986,-7.18e-07
4.85485485485,-7.2e-07
4.84984984985,-7.22e-07
4.84484484484,-7.17e-07
4.83983983984,-7.25e-07
4.83483483483,-7.2e-07
4.82982982983,-7.26e-07
4.82482482482,-7.27e-07
4.81981981982,-7.27e-07
4.81481481481,-7.23e-07
4.80980980981,-7.22e-07
4.8048048048,-7.28e-07
4.7997997998,-7.36e-07
4.79479479479,-7.35e-07
4.78978978979,-7.33e-07
4.78478478478,-7.34e-07
4.77977977978,-7.37e-07
4.77477477477,-7.4e-07
4.76976976977,-7.37e-07
4.76476476476,-7.4e-07
4.75975975976,-7.47e-07
4.75475475475,-7.42e-07
4.74974974975,-7.42e-07
4.74474474474,-7.39e-07
4.73973973974,-7.54e-07
4.73473473473,-7.49e-07
4.72972972973,-7.41e-07
4.72472472472,-7.48e-07
4.71971971972,-7.45e-07
4.71471471471,-7.48e-07
4.70970970971,-7.53e-07
4.7047047047,-7.57e-07
4.6996996997,-7.5e-07
4.69469469469,-7.54e-07
4.68968968969,-7.52e-07
4.68468468468,-7.55e-07
4.67967967968,-7.58e-07
4.67467467467,-7.6e-07
4.66966966967,-7.56e-07
4.66466466466,-7.52e-07
4.65965965966,-7.54e-07
