Vs, I
1.22122122122,1.45e-06
1.21621621622,1.33e-06
1.21121121121,1.21e-06
1.20620620621,1.099e-06
1.2012012012,9.96e-07
1.1961961962,9.02e-07
1.19119119119,8.13e-07
1.18618618619,7.29e-07
1.18118118118,6.52e-07
1.17617617618,5.83e-07
1.17117117117,5.18e-07
1.16616616617,4.57e-07
1.16116116116,4.04e-07
1.15615615616,3.52e-07
1.15115115115,3.06e-07
1.14614614615,2.67e-07
1.14114114114,2.32e-07
1.13613613614,1.99e-07
1.13113113113,1.718e-07
1.12612612613,1.476e-07
1.12112112112,1.233e-07
1.11611611612,1.047e-07
1.11111111111,8.72e-08
1.10610610611,7.42e-08
1.1011011011,6.17e-08
1.0960960961,5.44e-08
1.09109109109,4.31e-08
